"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","CPI","TOT","IDX2015","M","2000-01",99.1601,
"JPN","CPI","TOT","IDX2015","M","2000-02",98.85467,
"JPN","CPI","TOT","IDX2015","M","2000-03",99.05828,
"JPN","CPI","TOT","IDX2015","M","2000-04",99.2619,
"JPN","CPI","TOT","IDX2015","M","2000-05",99.36371,
"JPN","CPI","TOT","IDX2015","M","2000-06",99.1601,
"JPN","CPI","TOT","IDX2015","M","2000-07",98.85467,
"JPN","CPI","TOT","IDX2015","M","2000-08",99.1601,
"JPN","CPI","TOT","IDX2015","M","2000-09",99.05828,
"JPN","CPI","TOT","IDX2015","M","2000-10",99.05828,
"JPN","CPI","TOT","IDX2015","M","2000-11",98.75286,
"JPN","CPI","TOT","IDX2015","M","2000-12",98.85467,
"JPN","CPI","TOT","IDX2015","M","2001-01",98.85467,
"JPN","CPI","TOT","IDX2015","M","2001-02",98.54925,
"JPN","CPI","TOT","IDX2015","M","2001-03",98.44744,
"JPN","CPI","TOT","IDX2015","M","2001-04",98.54925,
"JPN","CPI","TOT","IDX2015","M","2001-05",98.65105,
"JPN","CPI","TOT","IDX2015","M","2001-06",98.44744,
"JPN","CPI","TOT","IDX2015","M","2001-07",98.14202,
"JPN","CPI","TOT","IDX2015","M","2001-08",98.44744,
"JPN","CPI","TOT","IDX2015","M","2001-09",98.34563,
"JPN","CPI","TOT","IDX2015","M","2001-10",98.34563,
"JPN","CPI","TOT","IDX2015","M","2001-11",97.8366,
"JPN","CPI","TOT","IDX2015","M","2001-12",97.73479,
"JPN","CPI","TOT","IDX2015","M","2002-01",97.53118,
"JPN","CPI","TOT","IDX2015","M","2002-02",97.02214,
"JPN","CPI","TOT","IDX2015","M","2002-03",97.22575,
"JPN","CPI","TOT","IDX2015","M","2002-04",97.53118,
"JPN","CPI","TOT","IDX2015","M","2002-05",97.8366,
"JPN","CPI","TOT","IDX2015","M","2002-06",97.73479,
"JPN","CPI","TOT","IDX2015","M","2002-07",97.32757,
"JPN","CPI","TOT","IDX2015","M","2002-08",97.63299,
"JPN","CPI","TOT","IDX2015","M","2002-09",97.63299,
"JPN","CPI","TOT","IDX2015","M","2002-10",97.42937,
"JPN","CPI","TOT","IDX2015","M","2002-11",97.42937,
"JPN","CPI","TOT","IDX2015","M","2002-12",97.42937,
"JPN","CPI","TOT","IDX2015","M","2003-01",97.12395,
"JPN","CPI","TOT","IDX2015","M","2003-02",96.81853,
"JPN","CPI","TOT","IDX2015","M","2003-03",97.12395,
"JPN","CPI","TOT","IDX2015","M","2003-04",97.42937,
"JPN","CPI","TOT","IDX2015","M","2003-05",97.63299,
"JPN","CPI","TOT","IDX2015","M","2003-06",97.32757,
"JPN","CPI","TOT","IDX2015","M","2003-07",97.12395,
"JPN","CPI","TOT","IDX2015","M","2003-08",97.32757,
"JPN","CPI","TOT","IDX2015","M","2003-09",97.42937,
"JPN","CPI","TOT","IDX2015","M","2003-10",97.42937,
"JPN","CPI","TOT","IDX2015","M","2003-11",96.92033,
"JPN","CPI","TOT","IDX2015","M","2003-12",97.02214,
"JPN","CPI","TOT","IDX2015","M","2004-01",96.81853,
"JPN","CPI","TOT","IDX2015","M","2004-02",96.81853,
"JPN","CPI","TOT","IDX2015","M","2004-03",97.02214,
"JPN","CPI","TOT","IDX2015","M","2004-04",97.02214,
"JPN","CPI","TOT","IDX2015","M","2004-05",97.12395,
"JPN","CPI","TOT","IDX2015","M","2004-06",97.32757,
"JPN","CPI","TOT","IDX2015","M","2004-07",97.02214,
"JPN","CPI","TOT","IDX2015","M","2004-08",97.12395,
"JPN","CPI","TOT","IDX2015","M","2004-09",97.42937,
"JPN","CPI","TOT","IDX2015","M","2004-10",97.93841,
"JPN","CPI","TOT","IDX2015","M","2004-11",97.73479,
"JPN","CPI","TOT","IDX2015","M","2004-12",97.22575,
"JPN","CPI","TOT","IDX2015","M","2005-01",97.02214,
"JPN","CPI","TOT","IDX2015","M","2005-02",96.71672,
"JPN","CPI","TOT","IDX2015","M","2005-03",97.02214,
"JPN","CPI","TOT","IDX2015","M","2005-04",97.12395,
"JPN","CPI","TOT","IDX2015","M","2005-05",97.22575,
"JPN","CPI","TOT","IDX2015","M","2005-06",96.81853,
"JPN","CPI","TOT","IDX2015","M","2005-07",96.71672,
"JPN","CPI","TOT","IDX2015","M","2005-08",96.81853,
"JPN","CPI","TOT","IDX2015","M","2005-09",97.12395,
"JPN","CPI","TOT","IDX2015","M","2005-10",97.12395,
"JPN","CPI","TOT","IDX2015","M","2005-11",96.71672,
"JPN","CPI","TOT","IDX2015","M","2005-12",96.81853,
"JPN","CPI","TOT","IDX2015","M","2006-01",96.92033,
"JPN","CPI","TOT","IDX2015","M","2006-02",96.61491,
"JPN","CPI","TOT","IDX2015","M","2006-03",96.81853,
"JPN","CPI","TOT","IDX2015","M","2006-04",97.02214,
"JPN","CPI","TOT","IDX2015","M","2006-05",97.32757,
"JPN","CPI","TOT","IDX2015","M","2006-06",97.32757,
"JPN","CPI","TOT","IDX2015","M","2006-07",97.02214,
"JPN","CPI","TOT","IDX2015","M","2006-08",97.73479,
"JPN","CPI","TOT","IDX2015","M","2006-09",97.73479,
"JPN","CPI","TOT","IDX2015","M","2006-10",97.53118,
"JPN","CPI","TOT","IDX2015","M","2006-11",97.02214,
"JPN","CPI","TOT","IDX2015","M","2006-12",97.12395,
"JPN","CPI","TOT","IDX2015","M","2007-01",96.92033,
"JPN","CPI","TOT","IDX2015","M","2007-02",96.4113,
"JPN","CPI","TOT","IDX2015","M","2007-03",96.71672,
"JPN","CPI","TOT","IDX2015","M","2007-04",97.02214,
"JPN","CPI","TOT","IDX2015","M","2007-05",97.32757,
"JPN","CPI","TOT","IDX2015","M","2007-06",97.12395,
"JPN","CPI","TOT","IDX2015","M","2007-07",97.02214,
"JPN","CPI","TOT","IDX2015","M","2007-08",97.53118,
"JPN","CPI","TOT","IDX2015","M","2007-09",97.53118,
"JPN","CPI","TOT","IDX2015","M","2007-10",97.73479,
"JPN","CPI","TOT","IDX2015","M","2007-11",97.63299,
"JPN","CPI","TOT","IDX2015","M","2007-12",97.73479,
"JPN","CPI","TOT","IDX2015","M","2008-01",97.63299,
"JPN","CPI","TOT","IDX2015","M","2008-02",97.42937,
"JPN","CPI","TOT","IDX2015","M","2008-03",97.8366,
"JPN","CPI","TOT","IDX2015","M","2008-04",97.73479,
"JPN","CPI","TOT","IDX2015","M","2008-05",98.54925,
"JPN","CPI","TOT","IDX2015","M","2008-06",99.05828,
"JPN","CPI","TOT","IDX2015","M","2008-07",99.2619,
"JPN","CPI","TOT","IDX2015","M","2008-08",99.56732,
"JPN","CPI","TOT","IDX2015","M","2008-09",99.56732,
"JPN","CPI","TOT","IDX2015","M","2008-10",99.46552,
"JPN","CPI","TOT","IDX2015","M","2008-11",98.54925,
"JPN","CPI","TOT","IDX2015","M","2008-12",98.14202,
"JPN","CPI","TOT","IDX2015","M","2009-01",97.63299,
"JPN","CPI","TOT","IDX2015","M","2009-02",97.32757,
"JPN","CPI","TOT","IDX2015","M","2009-03",97.63299,
"JPN","CPI","TOT","IDX2015","M","2009-04",97.73479,
"JPN","CPI","TOT","IDX2015","M","2009-05",97.53118,
"JPN","CPI","TOT","IDX2015","M","2009-06",97.32757,
"JPN","CPI","TOT","IDX2015","M","2009-07",97.02214,
"JPN","CPI","TOT","IDX2015","M","2009-08",97.32757,
"JPN","CPI","TOT","IDX2015","M","2009-09",97.32757,
"JPN","CPI","TOT","IDX2015","M","2009-10",96.92033,
"JPN","CPI","TOT","IDX2015","M","2009-11",96.71672,
"JPN","CPI","TOT","IDX2015","M","2009-12",96.51311,
"JPN","CPI","TOT","IDX2015","M","2010-01",96.61491,
"JPN","CPI","TOT","IDX2015","M","2010-02",96.61491,
"JPN","CPI","TOT","IDX2015","M","2010-03",96.81853,
"JPN","CPI","TOT","IDX2015","M","2010-04",96.81853,
"JPN","CPI","TOT","IDX2015","M","2010-05",96.81853,
"JPN","CPI","TOT","IDX2015","M","2010-06",96.61491,
"JPN","CPI","TOT","IDX2015","M","2010-07",96.10588,
"JPN","CPI","TOT","IDX2015","M","2010-08",96.20769,
"JPN","CPI","TOT","IDX2015","M","2010-09",96.4113,
"JPN","CPI","TOT","IDX2015","M","2010-10",96.71672,
"JPN","CPI","TOT","IDX2015","M","2010-11",96.4113,
"JPN","CPI","TOT","IDX2015","M","2010-12",96.20769,
"JPN","CPI","TOT","IDX2015","M","2011-01",96.10588,
"JPN","CPI","TOT","IDX2015","M","2011-02",96.10588,
"JPN","CPI","TOT","IDX2015","M","2011-03",96.30949,
"JPN","CPI","TOT","IDX2015","M","2011-04",96.4113,
"JPN","CPI","TOT","IDX2015","M","2011-05",96.4113,
"JPN","CPI","TOT","IDX2015","M","2011-06",96.30949,
"JPN","CPI","TOT","IDX2015","M","2011-07",96.30949,
"JPN","CPI","TOT","IDX2015","M","2011-08",96.4113,
"JPN","CPI","TOT","IDX2015","M","2011-09",96.4113,
"JPN","CPI","TOT","IDX2015","M","2011-10",96.51311,
"JPN","CPI","TOT","IDX2015","M","2011-11",95.90227,
"JPN","CPI","TOT","IDX2015","M","2011-12",96.00407,
"JPN","CPI","TOT","IDX2015","M","2012-01",96.20769,
"JPN","CPI","TOT","IDX2015","M","2012-02",96.4113,
"JPN","CPI","TOT","IDX2015","M","2012-03",96.81853,
"JPN","CPI","TOT","IDX2015","M","2012-04",96.92033,
"JPN","CPI","TOT","IDX2015","M","2012-05",96.61491,
"JPN","CPI","TOT","IDX2015","M","2012-06",96.10588,
"JPN","CPI","TOT","IDX2015","M","2012-07",95.80046,
"JPN","CPI","TOT","IDX2015","M","2012-08",96.00407,
"JPN","CPI","TOT","IDX2015","M","2012-09",96.10588,
"JPN","CPI","TOT","IDX2015","M","2012-10",96.10588,
"JPN","CPI","TOT","IDX2015","M","2012-11",95.80046,
"JPN","CPI","TOT","IDX2015","M","2012-12",95.80046,
"JPN","CPI","TOT","IDX2015","M","2013-01",95.90227,
"JPN","CPI","TOT","IDX2015","M","2013-02",95.69865,
"JPN","CPI","TOT","IDX2015","M","2013-03",95.90227,
"JPN","CPI","TOT","IDX2015","M","2013-04",96.20769,
"JPN","CPI","TOT","IDX2015","M","2013-05",96.30949,
"JPN","CPI","TOT","IDX2015","M","2013-06",96.30949,
"JPN","CPI","TOT","IDX2015","M","2013-07",96.51311,
"JPN","CPI","TOT","IDX2015","M","2013-08",96.81853,
"JPN","CPI","TOT","IDX2015","M","2013-09",97.12395,
"JPN","CPI","TOT","IDX2015","M","2013-10",97.22575,
"JPN","CPI","TOT","IDX2015","M","2013-11",97.22575,
"JPN","CPI","TOT","IDX2015","M","2013-12",97.32757,
"JPN","CPI","TOT","IDX2015","M","2014-01",97.22575,
"JPN","CPI","TOT","IDX2015","M","2014-02",97.22575,
"JPN","CPI","TOT","IDX2015","M","2014-03",97.42937,
"JPN","CPI","TOT","IDX2015","M","2014-04",99.46552,
"JPN","CPI","TOT","IDX2015","M","2014-05",99.87274,
"JPN","CPI","TOT","IDX2015","M","2014-06",99.77094,
"JPN","CPI","TOT","IDX2015","M","2014-07",99.87274,
"JPN","CPI","TOT","IDX2015","M","2014-08",100.0764,
"JPN","CPI","TOT","IDX2015","M","2014-09",100.28,
"JPN","CPI","TOT","IDX2015","M","2014-10",99.97455,
"JPN","CPI","TOT","IDX2015","M","2014-11",99.66913,
"JPN","CPI","TOT","IDX2015","M","2014-12",99.66913,
"JPN","CPI","TOT","IDX2015","M","2015-01",99.56732,
"JPN","CPI","TOT","IDX2015","M","2015-02",99.36371,
"JPN","CPI","TOT","IDX2015","M","2015-03",99.66913,
"JPN","CPI","TOT","IDX2015","M","2015-04",100.1782,
"JPN","CPI","TOT","IDX2015","M","2015-05",100.4836,
"JPN","CPI","TOT","IDX2015","M","2015-06",100.1782,
"JPN","CPI","TOT","IDX2015","M","2015-07",100.0764,
"JPN","CPI","TOT","IDX2015","M","2015-08",100.1782,
"JPN","CPI","TOT","IDX2015","M","2015-09",100.28,
"JPN","CPI","TOT","IDX2015","M","2015-10",100.28,
"JPN","CPI","TOT","IDX2015","M","2015-11",99.87274,
"JPN","CPI","TOT","IDX2015","M","2015-12",99.87274,
"JPN","CPI","TOT","IDX2015","M","2016-01",99.46552,
"JPN","CPI","TOT","IDX2015","M","2016-02",99.56732,
"JPN","CPI","TOT","IDX2015","M","2016-03",99.66913,
"JPN","CPI","TOT","IDX2015","M","2016-04",99.87274,
"JPN","CPI","TOT","IDX2015","M","2016-05",99.97455,
"JPN","CPI","TOT","IDX2015","M","2016-06",99.87274,
"JPN","CPI","TOT","IDX2015","M","2016-07",99.66913,
"JPN","CPI","TOT","IDX2015","M","2016-08",99.66913,
"JPN","CPI","TOT","IDX2015","M","2016-09",99.77094,
"JPN","CPI","TOT","IDX2015","M","2016-10",100.3818,
"JPN","CPI","TOT","IDX2015","M","2016-11",100.3818,
"JPN","CPI","TOT","IDX2015","M","2016-12",100.1782,
"JPN","CPI","TOT","IDX2015","M","2017-01",99.97455,
"JPN","CPI","TOT","IDX2015","M","2017-02",99.87274,
"JPN","CPI","TOT","IDX2015","M","2017-03",99.87274,
"JPN","CPI","TOT","IDX2015","M","2017-04",100.28,
"JPN","CPI","TOT","IDX2015","M","2017-05",100.3818,
"JPN","CPI","TOT","IDX2015","M","2017-06",100.28,
"JPN","CPI","TOT","IDX2015","M","2017-07",100.0764,
"JPN","CPI","TOT","IDX2015","M","2017-08",100.28,
"JPN","CPI","TOT","IDX2015","M","2017-09",100.5854,
"JPN","CPI","TOT","IDX2015","M","2017-10",100.5854,
"JPN","CPI","TOT","IDX2015","M","2017-11",100.8908,
"JPN","CPI","TOT","IDX2015","M","2017-12",101.1962,
"JPN","CPI","TOT","IDX2015","M","2018-01",101.298,
"JPN","CPI","TOT","IDX2015","M","2018-02",101.298,
"JPN","CPI","TOT","IDX2015","M","2018-03",100.9926,
"JPN","CPI","TOT","IDX2015","M","2018-04",100.8908,
"JPN","CPI","TOT","IDX2015","M","2018-05",101.0944,
"JPN","CPI","TOT","IDX2015","M","2018-06",100.9926,
"JPN","CPI","TOT","IDX2015","M","2018-07",100.9926,
"JPN","CPI","TOT","IDX2015","M","2018-08",101.6035,
"JPN","CPI","TOT","IDX2015","M","2018-09",101.7053,
"JPN","CPI","TOT","IDX2015","M","2018-10",102.0107,
"JPN","CPI","TOT","IDX2015","M","2018-11",101.8071,
"JPN","CPI","TOT","IDX2015","M","2018-12",101.5017,
"JPN","CPI","TOT","IDX2015","M","2019-01",101.5017,
"JPN","CPI","TOT","IDX2015","M","2019-02",101.5017,
"JPN","CPI","TOT","IDX2015","M","2019-03",101.5017,
"JPN","CPI","TOT","IDX2015","M","2019-04",101.8071,
"JPN","CPI","TOT","IDX2015","M","2019-05",101.8071,
"JPN","CPI","TOT","IDX2015","M","2019-06",101.6035,
"JPN","CPI","TOT","IDX2015","M","2019-07",101.6035,
"JPN","CPI","TOT","IDX2015","M","2019-08",101.8071,
"JPN","CPI","TOT","IDX2015","M","2019-09",101.9089,
"JPN","CPI","TOT","IDX2015","M","2019-10",102.2143,
"JPN","CPI","TOT","IDX2015","M","2019-11",102.3161,
"JPN","CPI","TOT","IDX2015","M","2019-12",102.3161,
"JPN","CPI","TOT","IDX2015","M","2020-01",102.3161,
"JPN","CPI","TOT","IDX2015","M","2020-02",102.1125,
"JPN","CPI","TOT","IDX2015","M","2020-03",102.1125,
"JPN","CPI","TOT","IDX2015","M","2020-04",102.0107,
"JPN","CPI","TOT","IDX2015","M","2020-05",101.9089,
"JPN","CPI","TOT","IDX2015","M","2020-06",101.7053,
"JPN","CPI","TOT","IDX2015","M","2020-07",101.8071,
"JPN","CPI","TOT","IDX2015","M","2020-08",101.9089,
"JPN","CPI","TOT","IDX2015","M","2020-09",101.7053,
"JPN","CPI","TOT","IDX2015","M","2020-10",101.6035,
"JPN","CPI","TOT","IDX2015","M","2020-11",101.298,
"JPN","CPI","TOT","IDX2015","M","2020-12",101.0944,
"JPN","CPI","TOT","IDX2015","M","2021-01",101.6035,
"JPN","CPI","TOT","IDX2015","M","2021-02",101.6035,
"JPN","CPI","TOT","IDX2015","M","2021-03",101.7053,
"JPN","CPI","TOT","IDX2015","M","2021-04",100.8908,
"JPN","CPI","TOT","IDX2015","M","2021-05",101.1962,
"JPN","CPI","TOT","IDX2015","M","2021-06",101.298,
"JPN","CPI","TOT","IDX2015","M","2021-07",101.5017,
"JPN","CPI","TOT","IDX2015","M","2021-08",101.5017,
"JPN","CPI","TOT","IDX2015","M","2021-09",101.9089,
"JPN","CPI","TOT","IDX2015","M","2021-10",101.7053,
"JPN","CPI","TOT","IDX2015","M","2021-11",101.9089,
"JPN","CPI","TOT","IDX2015","M","2021-12",101.9089,
"JPN","CPI","TOT","IDX2015","M","2022-01",102.1125,
"JPN","CPI","TOT","IDX2015","M","2022-02",102.5197,
"JPN","CPI","TOT","IDX2015","M","2022-03",102.927,
"JPN","CPI","TOT","IDX2015","M","2022-04",103.3342,
"JPN","CPI","TOT","IDX2015","M","2022-05",103.6396,
"JPN","CPI","TOT","IDX2015","M","2022-06",103.6396,
"JPN","CPI","TOT","IDX2015","M","2022-07",104.1486,
"JPN","CPI","TOT","IDX2015","M","2022-08",104.5559,
"JPN","CPI","TOT","IDX2015","M","2022-09",104.9631,
"JPN","CPI","TOT","IDX2015","M","2022-10",105.5739,
"JPN","CPI","TOT","IDX2015","M","2022-11",105.7775,
"JPN","CPI","TOT","IDX2015","M","2022-12",105.9812,
"JPN","CPI","TOT","IDX2015","M","2023-01",106.592,
"USA","CPI","TOT","IDX2015","M","2000-01",71.21852,
"USA","CPI","TOT","IDX2015","M","2000-02",71.64043,
"USA","CPI","TOT","IDX2015","M","2000-03",72.2311,
"USA","CPI","TOT","IDX2015","M","2000-04",72.2733,
"USA","CPI","TOT","IDX2015","M","2000-05",72.35768,
"USA","CPI","TOT","IDX2015","M","2000-06",72.7374,
"USA","CPI","TOT","IDX2015","M","2000-07",72.90617,
"USA","CPI","TOT","IDX2015","M","2000-08",72.90617,
"USA","CPI","TOT","IDX2015","M","2000-09",73.28588,
"USA","CPI","TOT","IDX2015","M","2000-10",73.41245,
"USA","CPI","TOT","IDX2015","M","2000-11",73.45464,
"USA","CPI","TOT","IDX2015","M","2000-12",73.41245,
"USA","CPI","TOT","IDX2015","M","2001-01",73.87656,
"USA","CPI","TOT","IDX2015","M","2001-02",74.1719,
"USA","CPI","TOT","IDX2015","M","2001-03",74.34066,
"USA","CPI","TOT","IDX2015","M","2001-04",74.63599,
"USA","CPI","TOT","IDX2015","M","2001-05",74.97353,
"USA","CPI","TOT","IDX2015","M","2001-06",75.1001,
"USA","CPI","TOT","IDX2015","M","2001-07",74.88914,
"USA","CPI","TOT","IDX2015","M","2001-08",74.88914,
"USA","CPI","TOT","IDX2015","M","2001-09",75.22667,
"USA","CPI","TOT","IDX2015","M","2001-10",74.97353,
"USA","CPI","TOT","IDX2015","M","2001-11",74.84695,
"USA","CPI","TOT","IDX2015","M","2001-12",74.55161,
"USA","CPI","TOT","IDX2015","M","2002-01",74.72038,
"USA","CPI","TOT","IDX2015","M","2002-02",75.01572,
"USA","CPI","TOT","IDX2015","M","2002-03",75.43763,
"USA","CPI","TOT","IDX2015","M","2002-04",75.85954,
"USA","CPI","TOT","IDX2015","M","2002-05",75.85954,
"USA","CPI","TOT","IDX2015","M","2002-06",75.90173,
"USA","CPI","TOT","IDX2015","M","2002-07",75.98611,
"USA","CPI","TOT","IDX2015","M","2002-08",76.23926,
"USA","CPI","TOT","IDX2015","M","2002-09",76.36583,
"USA","CPI","TOT","IDX2015","M","2002-10",76.4924,
"USA","CPI","TOT","IDX2015","M","2002-11",76.4924,
"USA","CPI","TOT","IDX2015","M","2002-12",76.32364,
"USA","CPI","TOT","IDX2015","M","2003-01",76.66117,
"USA","CPI","TOT","IDX2015","M","2003-02",77.25185,
"USA","CPI","TOT","IDX2015","M","2003-03",77.71594,
"USA","CPI","TOT","IDX2015","M","2003-04",77.54718,
"USA","CPI","TOT","IDX2015","M","2003-05",77.42061,
"USA","CPI","TOT","IDX2015","M","2003-06",77.50499,
"USA","CPI","TOT","IDX2015","M","2003-07",77.58937,
"USA","CPI","TOT","IDX2015","M","2003-08",77.88471,
"USA","CPI","TOT","IDX2015","M","2003-09",78.13786,
"USA","CPI","TOT","IDX2015","M","2003-10",78.05347,
"USA","CPI","TOT","IDX2015","M","2003-11",77.84251,
"USA","CPI","TOT","IDX2015","M","2003-12",77.75813,
"USA","CPI","TOT","IDX2015","M","2004-01",78.13786,
"USA","CPI","TOT","IDX2015","M","2004-02",78.55977,
"USA","CPI","TOT","IDX2015","M","2004-03",79.06606,
"USA","CPI","TOT","IDX2015","M","2004-04",79.31921,
"USA","CPI","TOT","IDX2015","M","2004-05",79.78331,
"USA","CPI","TOT","IDX2015","M","2004-06",80.03645,
"USA","CPI","TOT","IDX2015","M","2004-07",79.90988,
"USA","CPI","TOT","IDX2015","M","2004-08",79.95207,
"USA","CPI","TOT","IDX2015","M","2004-09",80.12083,
"USA","CPI","TOT","IDX2015","M","2004-10",80.54275,
"USA","CPI","TOT","IDX2015","M","2004-11",80.58494,
"USA","CPI","TOT","IDX2015","M","2004-12",80.2896,
"USA","CPI","TOT","IDX2015","M","2005-01",80.45837,
"USA","CPI","TOT","IDX2015","M","2005-02",80.92246,
"USA","CPI","TOT","IDX2015","M","2005-03",81.55533,
"USA","CPI","TOT","IDX2015","M","2005-04",82.10381,
"USA","CPI","TOT","IDX2015","M","2005-05",82.01943,
"USA","CPI","TOT","IDX2015","M","2005-06",82.06162,
"USA","CPI","TOT","IDX2015","M","2005-07",82.44135,
"USA","CPI","TOT","IDX2015","M","2005-08",82.86325,
"USA","CPI","TOT","IDX2015","M","2005-09",83.87584,
"USA","CPI","TOT","IDX2015","M","2005-10",84.0446,
"USA","CPI","TOT","IDX2015","M","2005-11",83.36954,
"USA","CPI","TOT","IDX2015","M","2005-12",83.03202,
"USA","CPI","TOT","IDX2015","M","2006-01",83.66489,
"USA","CPI","TOT","IDX2015","M","2006-02",83.83365,
"USA","CPI","TOT","IDX2015","M","2006-03",84.29775,
"USA","CPI","TOT","IDX2015","M","2006-04",85.015,
"USA","CPI","TOT","IDX2015","M","2006-05",85.43691,
"USA","CPI","TOT","IDX2015","M","2006-06",85.60567,
"USA","CPI","TOT","IDX2015","M","2006-07",85.85882,
"USA","CPI","TOT","IDX2015","M","2006-08",86.02759,
"USA","CPI","TOT","IDX2015","M","2006-09",85.60567,
"USA","CPI","TOT","IDX2015","M","2006-10",85.14157,
"USA","CPI","TOT","IDX2015","M","2006-11",85.015,
"USA","CPI","TOT","IDX2015","M","2006-12",85.14157,
"USA","CPI","TOT","IDX2015","M","2007-01",85.40147,
"USA","CPI","TOT","IDX2015","M","2007-02",85.8584,
"USA","CPI","TOT","IDX2015","M","2007-03",86.6402,
"USA","CPI","TOT","IDX2015","M","2007-04",87.20303,
"USA","CPI","TOT","IDX2015","M","2007-05",87.7359,
"USA","CPI","TOT","IDX2015","M","2007-06",87.90593,
"USA","CPI","TOT","IDX2015","M","2007-07",87.88357,
"USA","CPI","TOT","IDX2015","M","2007-08",87.7224,
