"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","CPI","TOT","IDX2015","M","2015-07",99.9,
"CHN","CPI","TOT","IDX2015","M","2015-08",100.4,
"CHN","CPI","TOT","IDX2015","M","2015-09",100.5,
"CHN","CPI","TOT","IDX2015","M","2015-10",100.1,
"CHN","CPI","TOT","IDX2015","M","2015-11",100.1,
"CHN","CPI","TOT","IDX2015","M","2015-12",100.6,
"CHN","CPI","TOT","IDX2015","M","2016-01",101.1,
"CHN","CPI","TOT","IDX2015","M","2016-02",102.7,
"CHN","CPI","TOT","IDX2015","M","2016-03",102.2,
"CHN","CPI","TOT","IDX2015","M","2016-04",102,
"CHN","CPI","TOT","IDX2015","M","2016-05",101.6,
"CHN","CPI","TOT","IDX2015","M","2016-06",101.4,
"CHN","CPI","TOT","IDX2015","M","2016-07",101.6,
"CHN","CPI","TOT","IDX2015","M","2016-08",101.7,
"CHN","CPI","TOT","IDX2015","M","2016-09",102.4,
"CHN","CPI","TOT","IDX2015","M","2016-10",102.3,
"CHN","CPI","TOT","IDX2015","M","2016-11",102.4,
"CHN","CPI","TOT","IDX2015","M","2016-12",102.6,
"CHN","CPI","TOT","IDX2015","M","2017-01",103.7,
"CHN","CPI","TOT","IDX2015","M","2017-02",103.5,
"CHN","CPI","TOT","IDX2015","M","2017-03",103.2,
"CHN","CPI","TOT","IDX2015","M","2017-04",103.2,
"CHN","CPI","TOT","IDX2015","M","2017-05",103.3,
"CHN","CPI","TOT","IDX2015","M","2017-06",103.1,
"CHN","CPI","TOT","IDX2015","M","2017-07",103,
"CHN","CPI","TOT","IDX2015","M","2017-08",103.5,
"CHN","CPI","TOT","IDX2015","M","2017-09",104.1,
"CHN","CPI","TOT","IDX2015","M","2017-10",104.2,
"CHN","CPI","TOT","IDX2015","M","2017-11",104.2,
"CHN","CPI","TOT","IDX2015","M","2017-12",104.5,
"CHN","CPI","TOT","IDX2015","M","2018-01",105.2,
"CHN","CPI","TOT","IDX2015","M","2018-02",106.5,
"CHN","CPI","TOT","IDX2015","M","2018-03",105.3,
"CHN","CPI","TOT","IDX2015","M","2018-04",105.1,
"CHN","CPI","TOT","IDX2015","M","2018-05",104.9,
"CHN","CPI","TOT","IDX2015","M","2018-06",104.9,
"CHN","CPI","TOT","IDX2015","M","2018-07",105.2,
"CHN","CPI","TOT","IDX2015","M","2018-08",105.9,
"CHN","CPI","TOT","IDX2015","M","2018-09",106.6,
"CHN","CPI","TOT","IDX2015","M","2018-10",106.8,
"CHN","CPI","TOT","IDX2015","M","2018-11",106.4,
"CHN","CPI","TOT","IDX2015","M","2018-12",106.5,
"CHN","CPI","TOT","IDX2015","M","2019-01",107,
"CHN","CPI","TOT","IDX2015","M","2019-02",108.1,
"CHN","CPI","TOT","IDX2015","M","2019-03",107.7,
"CHN","CPI","TOT","IDX2015","M","2019-04",107.8,
"CHN","CPI","TOT","IDX2015","M","2019-05",107.8,
"CHN","CPI","TOT","IDX2015","M","2019-06",107.7,
"CHN","CPI","TOT","IDX2015","M","2019-07",108.1,
"CHN","CPI","TOT","IDX2015","M","2019-08",108.9,
"CHN","CPI","TOT","IDX2015","M","2019-09",109.8,
"CHN","CPI","TOT","IDX2015","M","2019-10",110.8,
"CHN","CPI","TOT","IDX2015","M","2019-11",111.2,
"CHN","CPI","TOT","IDX2015","M","2019-12",111.2,
"CHN","CPI","TOT","IDX2015","M","2020-01",112.8,
"CHN","CPI","TOT","IDX2015","M","2020-02",113.7,
"CHN","CPI","TOT","IDX2015","M","2020-03",112.3,
"CHN","CPI","TOT","IDX2015","M","2020-04",111.3,
"CHN","CPI","TOT","IDX2015","M","2020-05",110.4,
"CHN","CPI","TOT","IDX2015","M","2020-06",110.4,
"CHN","CPI","TOT","IDX2015","M","2020-07",110,
"CHN","CPI","TOT","IDX2015","M","2020-08",111.5,
"CHN","CPI","TOT","IDX2015","M","2020-09",111.7,
"CHN","CPI","TOT","IDX2015","M","2020-10",111.4,
"CHN","CPI","TOT","IDX2015","M","2020-11",110.7,
"CHN","CPI","TOT","IDX2015","M","2020-12",111.5,
"CHN","CPI","TOT","IDX2015","M","2021-01",112.55,
"CHN","CPI","TOT","IDX2015","M","2021-02",113.2193,
"CHN","CPI","TOT","IDX2015","M","2021-03",112.6615,
"CHN","CPI","TOT","IDX2015","M","2021-04",112.3269,
"CHN","CPI","TOT","IDX2015","M","2021-05",112.2154,
"CHN","CPI","TOT","IDX2015","M","2021-06",111.7692,
"CHN","CPI","TOT","IDX2015","M","2021-07",112.1038,
"CHN","CPI","TOT","IDX2015","M","2021-08",112.2154,
"CHN","CPI","TOT","IDX2015","M","2021-09",112.2154,
"CHN","CPI","TOT","IDX2015","M","2021-10",112.9962,
"CHN","CPI","TOT","IDX2015","M","2021-11",113.4424,
"CHN","CPI","TOT","IDX2015","M","2021-12",113.1077,
"CHN","CPI","TOT","IDX2015","M","2022-01",113.6655,
"CHN","CPI","TOT","IDX2015","M","2022-02",114.3347,
"CHN","CPI","TOT","IDX2015","M","2022-03",114.3347,
"CHN","CPI","TOT","IDX2015","M","2022-04",114.7809,
"CHN","CPI","TOT","IDX2015","M","2022-05",114.5578,
"CHN","CPI","TOT","IDX2015","M","2022-06",114.5578,
"CHN","CPI","TOT","IDX2015","M","2022-07",115.1156,
"CHN","CPI","TOT","IDX2015","M","2022-08",115.004,
"CHN","CPI","TOT","IDX2015","M","2022-09",115.3387,
"CHN","CPI","TOT","IDX2015","M","2022-10",115.4502,
"CHN","CPI","TOT","IDX2015","M","2022-11",115.2271,
"CHN","CPI","TOT","IDX2015","M","2022-12",115.1156,
"CHN","CPI","TOT","IDX2015","M","2023-01",116.0079,
"CHN","CPI","TOT","IDX2015","M","2023-02",115.4502,
"OECD","CPI","TOT","IDX2015","M","2000-01",69.84923,
"OECD","CPI","TOT","IDX2015","M","2000-02",70.18057,
"OECD","CPI","TOT","IDX2015","M","2000-03",70.60825,
"OECD","CPI","TOT","IDX2015","M","2000-04",70.74403,
"OECD","CPI","TOT","IDX2015","M","2000-05",70.88701,
"OECD","CPI","TOT","IDX2015","M","2000-06",71.1497,
"OECD","CPI","TOT","IDX2015","M","2000-07",71.32846,
"OECD","CPI","TOT","IDX2015","M","2000-08",71.42011,
"OECD","CPI","TOT","IDX2015","M","2000-09",71.79326,
"OECD","CPI","TOT","IDX2015","M","2000-10",71.96194,
"OECD","CPI","TOT","IDX2015","M","2000-11",72.11374,
"OECD","CPI","TOT","IDX2015","M","2000-12",72.24744,
"OECD","CPI","TOT","IDX2015","M","2001-01",72.48976,
"OECD","CPI","TOT","IDX2015","M","2001-02",72.74463,
"OECD","CPI","TOT","IDX2015","M","2001-03",73.03504,
"OECD","CPI","TOT","IDX2015","M","2001-04",73.528,
"OECD","CPI","TOT","IDX2015","M","2001-05",73.9165,
"OECD","CPI","TOT","IDX2015","M","2001-06",74.06184,
"OECD","CPI","TOT","IDX2015","M","2001-07",73.96215,
"OECD","CPI","TOT","IDX2015","M","2001-08",74.07836,
"OECD","CPI","TOT","IDX2015","M","2001-09",74.4158,
"OECD","CPI","TOT","IDX2015","M","2001-10",74.46796,
"OECD","CPI","TOT","IDX2015","M","2001-11",74.44919,
"OECD","CPI","TOT","IDX2015","M","2001-12",74.49683,
"OECD","CPI","TOT","IDX2015","M","2002-01",74.75101,
"OECD","CPI","TOT","IDX2015","M","2002-02",74.95,
"OECD","CPI","TOT","IDX2015","M","2002-03",75.31107,
"OECD","CPI","TOT","IDX2015","M","2002-04",75.70244,
"OECD","CPI","TOT","IDX2015","M","2002-05",75.80968,
"OECD","CPI","TOT","IDX2015","M","2002-06",75.84135,
"OECD","CPI","TOT","IDX2015","M","2002-07",75.863,
"OECD","CPI","TOT","IDX2015","M","2002-08",76.08315,
"OECD","CPI","TOT","IDX2015","M","2002-09",76.29842,
"OECD","CPI","TOT","IDX2015","M","2002-10",76.47862,
"OECD","CPI","TOT","IDX2015","M","2002-11",76.5607,
"OECD","CPI","TOT","IDX2015","M","2002-12",76.62735,
"OECD","CPI","TOT","IDX2015","M","2003-01",76.87283,
"OECD","CPI","TOT","IDX2015","M","2003-02",77.26712,
"OECD","CPI","TOT","IDX2015","M","2003-03",77.67756,
"OECD","CPI","TOT","IDX2015","M","2003-04",77.67619,
"OECD","CPI","TOT","IDX2015","M","2003-05",77.63634,
"OECD","CPI","TOT","IDX2015","M","2003-06",77.663,
"OECD","CPI","TOT","IDX2015","M","2003-07",77.65428,
"OECD","CPI","TOT","IDX2015","M","2003-08",77.86398,
"OECD","CPI","TOT","IDX2015","M","2003-09",78.112,
"OECD","CPI","TOT","IDX2015","M","2003-10",78.15361,
"OECD","CPI","TOT","IDX2015","M","2003-11",78.10173,
"OECD","CPI","TOT","IDX2015","M","2003-12",78.17796,
"OECD","CPI","TOT","IDX2015","M","2004-01",78.36835,
"OECD","CPI","TOT","IDX2015","M","2004-02",78.65785,
"OECD","CPI","TOT","IDX2015","M","2004-03",79.05125,
"OECD","CPI","TOT","IDX2015","M","2004-04",79.30544,
"OECD","CPI","TOT","IDX2015","M","2004-05",79.62767,
"OECD","CPI","TOT","IDX2015","M","2004-06",79.77403,
"OECD","CPI","TOT","IDX2015","M","2004-07",79.69022,
"OECD","CPI","TOT","IDX2015","M","2004-08",79.80743,
"OECD","CPI","TOT","IDX2015","M","2004-09",79.97405,
"OECD","CPI","TOT","IDX2015","M","2004-10",80.34512,
"OECD","CPI","TOT","IDX2015","M","2004-11",80.40601,
"OECD","CPI","TOT","IDX2015","M","2004-12",80.34293,
"OECD","CPI","TOT","IDX2015","M","2005-01",80.34164,
"OECD","CPI","TOT","IDX2015","M","2005-02",80.63913,
"OECD","CPI","TOT","IDX2015","M","2005-03",81.11266,
"OECD","CPI","TOT","IDX2015","M","2005-04",81.47861,
"OECD","CPI","TOT","IDX2015","M","2005-05",81.52795,
"OECD","CPI","TOT","IDX2015","M","2005-06",81.53377,
"OECD","CPI","TOT","IDX2015","M","2005-07",81.72674,
"OECD","CPI","TOT","IDX2015","M","2005-08",81.99467,
"OECD","CPI","TOT","IDX2015","M","2005-09",82.59097,
"OECD","CPI","TOT","IDX2015","M","2005-10",82.76227,
"OECD","CPI","TOT","IDX2015","M","2005-11",82.46546,
"OECD","CPI","TOT","IDX2015","M","2005-12",82.43536,
"OECD","CPI","TOT","IDX2015","M","2006-01",82.73048,
"OECD","CPI","TOT","IDX2015","M","2006-02",82.87118,
"OECD","CPI","TOT","IDX2015","M","2006-03",83.20964,
"OECD","CPI","TOT","IDX2015","M","2006-04",83.75192,
"OECD","CPI","TOT","IDX2015","M","2006-05",84.07204,
"OECD","CPI","TOT","IDX2015","M","2006-06",84.17184,
"OECD","CPI","TOT","IDX2015","M","2006-07",84.31089,
"OECD","CPI","TOT","IDX2015","M","2006-08",84.51014,
"OECD","CPI","TOT","IDX2015","M","2006-09",84.39236,
"OECD","CPI","TOT","IDX2015","M","2006-10",84.21768,
"OECD","CPI","TOT","IDX2015","M","2006-11",84.19469,
"OECD","CPI","TOT","IDX2015","M","2006-12",84.37849,
"OECD","CPI","TOT","IDX2015","M","2007-01",84.45865,
"OECD","CPI","TOT","IDX2015","M","2007-02",84.74538,
"OECD","CPI","TOT","IDX2015","M","2007-03",85.29411,
"OECD","CPI","TOT","IDX2015","M","2007-04",85.77529,
"OECD","CPI","TOT","IDX2015","M","2007-05",86.08602,
"OECD","CPI","TOT","IDX2015","M","2007-06",86.17254,
"OECD","CPI","TOT","IDX2015","M","2007-07",86.15973,
"OECD","CPI","TOT","IDX2015","M","2007-08",86.18101,
"OECD","CPI","TOT","IDX2015","M","2007-09",86.43021,
"OECD","CPI","TOT","IDX2015","M","2007-10",86.71831,
"OECD","CPI","TOT","IDX2015","M","2007-11",87.15377,
"OECD","CPI","TOT","IDX2015","M","2007-12",87.29448,
"OECD","CPI","TOT","IDX2015","M","2008-01",87.51798,
"OECD","CPI","TOT","IDX2015","M","2008-02",87.78567,
"OECD","CPI","TOT","IDX2015","M","2008-03",88.41003,
"OECD","CPI","TOT","IDX2015","M","2008-04",88.85319,
"OECD","CPI","TOT","IDX2015","M","2008-05",89.4924,
"OECD","CPI","TOT","IDX2015","M","2008-06",90.06982,
"OECD","CPI","TOT","IDX2015","M","2008-07",90.40623,
"OECD","CPI","TOT","IDX2015","M","2008-08",90.29716,
"OECD","CPI","TOT","IDX2015","M","2008-09",90.33886,
"OECD","CPI","TOT","IDX2015","M","2008-10",90.0059,
"OECD","CPI","TOT","IDX2015","M","2008-11",89.17077,
"OECD","CPI","TOT","IDX2015","M","2008-12",88.70562,
"OECD","CPI","TOT","IDX2015","M","2009-01",88.71652,
"OECD","CPI","TOT","IDX2015","M","2009-02",89.03111,
"OECD","CPI","TOT","IDX2015","M","2009-03",89.26711,
"OECD","CPI","TOT","IDX2015","M","2009-04",89.48391,
"OECD","CPI","TOT","IDX2015","M","2009-05",89.63877,
"OECD","CPI","TOT","IDX2015","M","2009-06",90.00409,
"OECD","CPI","TOT","IDX2015","M","2009-07",89.87212,
"OECD","CPI","TOT","IDX2015","M","2009-08",90.0583,
"OECD","CPI","TOT","IDX2015","M","2009-09",90.09525,
"OECD","CPI","TOT","IDX2015","M","2009-10",90.19865,
"OECD","CPI","TOT","IDX2015","M","2009-11",90.3119,
"OECD","CPI","TOT","IDX2015","M","2009-12",90.33375,
"OECD","CPI","TOT","IDX2015","M","2010-01",90.533,
"OECD","CPI","TOT","IDX2015","M","2010-02",90.70504,
"OECD","CPI","TOT","IDX2015","M","2010-03",91.09549,
"OECD","CPI","TOT","IDX2015","M","2010-04",91.33246,
"OECD","CPI","TOT","IDX2015","M","2010-05",91.38248,
"OECD","CPI","TOT","IDX2015","M","2010-06",91.31865,
"OECD","CPI","TOT","IDX2015","M","2010-07",91.28828,
"OECD","CPI","TOT","IDX2015","M","2010-08",91.42254,
"OECD","CPI","TOT","IDX2015","M","2010-09",91.56375,
"OECD","CPI","TOT","IDX2015","M","2010-10",91.80493,
"OECD","CPI","TOT","IDX2015","M","2010-11",91.86983,
"OECD","CPI","TOT","IDX2015","M","2010-12",92.11076,
"OECD","CPI","TOT","IDX2015","M","2011-01",92.38384,
"OECD","CPI","TOT","IDX2015","M","2011-02",92.76116,
"OECD","CPI","TOT","IDX2015","M","2011-03",93.42654,
"OECD","CPI","TOT","IDX2015","M","2011-04",93.88223,
"OECD","CPI","TOT","IDX2015","M","2011-05",94.15968,
"OECD","CPI","TOT","IDX2015","M","2011-06",94.05962,
"OECD","CPI","TOT","IDX2015","M","2011-07",94.09867,
"OECD","CPI","TOT","IDX2015","M","2011-08",94.31544,
"OECD","CPI","TOT","IDX2015","M","2011-09",94.50873,
"OECD","CPI","TOT","IDX2015","M","2011-10",94.63344,
"OECD","CPI","TOT","IDX2015","M","2011-11",94.69883,
"OECD","CPI","TOT","IDX2015","M","2011-12",94.73661,
"OECD","CPI","TOT","IDX2015","M","2012-01",94.96375,
"OECD","CPI","TOT","IDX2015","M","2012-02",95.34895,
"OECD","CPI","TOT","IDX2015","M","2012-03",95.89903,
"OECD","CPI","TOT","IDX2015","M","2012-04",96.1949,
"OECD","CPI","TOT","IDX2015","M","2012-05",96.10316,
"OECD","CPI","TOT","IDX2015","M","2012-06",95.94125,
"OECD","CPI","TOT","IDX2015","M","2012-07",95.86952,
"OECD","CPI","TOT","IDX2015","M","2012-08",96.25626,
"OECD","CPI","TOT","IDX2015","M","2012-09",96.60021,
"OECD","CPI","TOT","IDX2015","M","2012-10",96.74899,
"OECD","CPI","TOT","IDX2015","M","2012-11",96.53417,
"OECD","CPI","TOT","IDX2015","M","2012-12",96.50066,
"OECD","CPI","TOT","IDX2015","M","2013-01",96.60458,
"OECD","CPI","TOT","IDX2015","M","2013-02",97.08099,
"OECD","CPI","TOT","IDX2015","M","2013-03",97.41135,
"OECD","CPI","TOT","IDX2015","M","2013-04",97.4138,
"OECD","CPI","TOT","IDX2015","M","2013-05",97.53905,
"OECD","CPI","TOT","IDX2015","M","2013-06",97.6752,
"OECD","CPI","TOT","IDX2015","M","2013-07",97.75486,
"OECD","CPI","TOT","IDX2015","M","2013-08",97.89391,
"OECD","CPI","TOT","IDX2015","M","2013-09",98.04589,
"OECD","CPI","TOT","IDX2015","M","2013-10",98.00974,
"OECD","CPI","TOT","IDX2015","M","2013-11",97.94827,
"OECD","CPI","TOT","IDX2015","M","2013-12",98.08009,
"OECD","CPI","TOT","IDX2015","M","2014-01",98.20401,
"OECD","CPI","TOT","IDX2015","M","2014-02",98.49358,
"OECD","CPI","TOT","IDX2015","M","2014-03",98.95058,
"OECD","CPI","TOT","IDX2015","M","2014-04",99.39272,
"OECD","CPI","TOT","IDX2015","M","2014-05",99.58134,
"OECD","CPI","TOT","IDX2015","M","2014-06",99.69785,
"OECD","CPI","TOT","IDX2015","M","2014-07",99.68525,
"OECD","CPI","TOT","IDX2015","M","2014-08",99.68981,
"OECD","CPI","TOT","IDX2015","M","2014-09",99.7701,
"OECD","CPI","TOT","IDX2015","M","2014-10",99.73228,
"OECD","CPI","TOT","IDX2015","M","2014-11",99.46248,
"OECD","CPI","TOT","IDX2015","M","2014-12",99.19141,
"OECD","CPI","TOT","IDX2015","M","2015-01",98.77998,
"OECD","CPI","TOT","IDX2015","M","2015-02",99.13104,
"OECD","CPI","TOT","IDX2015","M","2015-03",99.63363,
"OECD","CPI","TOT","IDX2015","M","2015-04",99.94296,
"OECD","CPI","TOT","IDX2015","M","2015-05",100.2675,
"OECD","CPI","TOT","IDX2015","M","2015-06",100.3979,
"OECD","CPI","TOT","IDX2015","M","2015-07",100.3647,
"OECD","CPI","TOT","IDX2015","M","2015-08",100.3572,
"OECD","CPI","TOT","IDX2015","M","2015-09",100.3013,
"OECD","CPI","TOT","IDX2015","M","2015-10",100.4154,
"OECD","CPI","TOT","IDX2015","M","2015-11",100.2621,
"OECD","CPI","TOT","IDX2015","M","2015-12",100.1463,
"OECD","CPI","TOT","IDX2015","M","2016-01",100.0505,
"OECD","CPI","TOT","IDX2015","M","2016-02",100.1828,
"OECD","CPI","TOT","IDX2015","M","2016-03",100.5687,
"OECD","CPI","TOT","IDX2015","M","2016-04",100.8898,
"OECD","CPI","TOT","IDX2015","M","2016-05",101.189,
"OECD","CPI","TOT","IDX2015","M","2016-06",101.4068,
"OECD","CPI","TOT","IDX2015","M","2016-07",101.3611,
"OECD","CPI","TOT","IDX2015","M","2016-08",101.4182,
"OECD","CPI","TOT","IDX2015","M","2016-09",101.5898,
"OECD","CPI","TOT","IDX2015","M","2016-10",101.8733,
"OECD","CPI","TOT","IDX2015","M","2016-11",101.8082,
"OECD","CPI","TOT","IDX2015","M","2016-12",102.0261,
"OECD","CPI","TOT","IDX2015","M","2017-01",102.4103,
"OECD","CPI","TOT","IDX2015","M","2017-02",102.7383,
"OECD","CPI","TOT","IDX2015","M","2017-03",102.9404,
"OECD","CPI","TOT","IDX2015","M","2017-04",103.3076,
"OECD","CPI","TOT","IDX2015","M","2017-05",103.3748,
"OECD","CPI","TOT","IDX2015","M","2017-06",103.4064,
"OECD","CPI","TOT","IDX2015","M","2017-07",103.3953,
"OECD","CPI","TOT","IDX2015","M","2017-08",103.6701,
"OECD","CPI","TOT","IDX2015","M","2017-09",104.0058,
"OECD","CPI","TOT","IDX2015","M","2017-10",104.1389,
"OECD","CPI","TOT","IDX2015","M","2017-11",104.2637,
"OECD","CPI","TOT","IDX2015","M","2017-12",104.4179,
"OECD","CPI","TOT","IDX2015","M","2018-01",104.658,
"OECD","CPI","TOT","IDX2015","M","2018-02",105.0097,
"OECD","CPI","TOT","IDX2015","M","2018-03",105.2923,
"OECD","CPI","TOT","IDX2015","M","2018-04",105.6559,
"OECD","CPI","TOT","IDX2015","M","2018-05",106.0753,
"OECD","CPI","TOT","IDX2015","M","2018-06",106.2915,
"OECD","CPI","TOT","IDX2015","M","2018-07",106.3817,
"OECD","CPI","TOT","IDX2015","M","2018-08",106.6735,
"OECD","CPI","TOT","IDX2015","M","2018-09",107.036,
"OECD","CPI","TOT","IDX2015","M","2018-10",107.3775,
"OECD","CPI","TOT","IDX2015","M","2018-11",107.0857,
"OECD","CPI","TOT","IDX2015","M","2018-12",106.9152,
"OECD","CPI","TOT","IDX2015","M","2019-01",106.8684,
"OECD","CPI","TOT","IDX2015","M","2019-02",107.2075,
"OECD","CPI","TOT","IDX2015","M","2019-03",107.6953,
"OECD","CPI","TOT","IDX2015","M","2019-04",108.2826,
"OECD","CPI","TOT","IDX2015","M","2019-05",108.4789,
"OECD","CPI","TOT","IDX2015","M","2019-06",108.5057,
"OECD","CPI","TOT","IDX2015","M","2019-07",108.678,
"OECD","CPI","TOT","IDX2015","M","2019-08",108.7672,
"OECD","CPI","TOT","IDX2015","M","2019-09",108.8335,
"OECD","CPI","TOT","IDX2015","M","2019-10",109.1496,
"OECD","CPI","TOT","IDX2015","M","2019-11",109.1168,
"OECD","CPI","TOT","IDX2015","M","2019-12",109.2336,
"OECD","CPI","TOT","IDX2015","M","2020-01",109.4099,
"OECD","CPI","TOT","IDX2015","M","2020-02",109.6388,
"OECD","CPI","TOT","IDX2015","M","2020-03",109.5826,
"OECD","CPI","TOT","IDX2015","M","2020-04",109.1983,
"OECD","CPI","TOT","IDX2015","M","2020-05",109.2434,
"OECD","CPI","TOT","IDX2015","M","2020-06",109.6477,
"OECD","CPI","TOT","IDX2015","M","2020-07",109.9209,
"OECD","CPI","TOT","IDX2015","M","2020-08",110.102,
"OECD","CPI","TOT","IDX2015","M","2020-09",110.2044,
"OECD","CPI","TOT","IDX2015","M","2020-10",110.4022,
"OECD","CPI","TOT","IDX2015","M","2020-11",110.4074,
"OECD","CPI","TOT","IDX2015","M","2020-12",110.5779,
"OECD","CPI","TOT","IDX2015","M","2021-01",111.1341,
"OECD","CPI","TOT","IDX2015","M","2021-02",111.5754,
"OECD","CPI","TOT","IDX2015","M","2021-03",112.2202,
"OECD","CPI","TOT","IDX2015","M","2021-04",112.8453,
"OECD","CPI","TOT","IDX2015","M","2021-05",113.4309,
"OECD","CPI","TOT","IDX2015","M","2021-06",114.0894,
"OECD","CPI","TOT","IDX2015","M","2021-07",114.5788,
"OECD","CPI","TOT","IDX2015","M","2021-08",114.9006,
"OECD","CPI","TOT","IDX2015","M","2021-09",115.2836,
"OECD","CPI","TOT","IDX2015","M","2021-10",116.1814,
"OECD","CPI","TOT","IDX2015","M","2021-11",116.857,
"OECD","CPI","TOT","IDX2015","M","2021-12",117.7992,
"OECD","CPI","TOT","IDX2015","M","2022-01",119.0943,
"OECD","CPI","TOT","IDX2015","M","2022-02",120.223,
"OECD","CPI","TOT","IDX2015","M","2022-03",122.0275,
"OECD","CPI","TOT","IDX2015","M","2022-04",123.2153,
"OECD","CPI","TOT","IDX2015","M","2022-05",124.4234,
"OECD","CPI","TOT","IDX2015","M","2022-06",125.8738,
"OECD","CPI","TOT","IDX2015","M","2022-07",126.3826,
"OECD","CPI","TOT","IDX2015","M","2022-08",126.7508,
"OECD","CPI","TOT","IDX2015","M","2022-09",127.4679,
"OECD","CPI","TOT","IDX2015","M","2022-10",128.6014,
"OECD","CPI","TOT","IDX2015","M","2022-11",128.8914,
"OECD","CPI","TOT","IDX2015","M","2022-12",128.8837,
"OECD","CPI","TOT","IDX2015","M","2023-01",130.0167,
