"Date","Price","Open","High","Low","Vol.","Change %"
"07/24/2011","9,833.03","10,080.82","10,130.25","9,824.34","617.14K","-2.95%"
"07/17/2011","10,132.11","9,921.50","10,149.18","9,889.72","472.83K","1.58%"
"07/10/2011","9,974.47","10,069.01","10,109.30","9,884.00","586.97K","-1.61%"
"07/03/2011","10,137.73","9,980.16","10,207.91","9,940.47","662.11K","2.73%"
"06/26/2011","9,868.07","9,633.92","9,900.57","9,570.58","607.96K","1.96%"
"06/19/2011","9,678.71","9,383.24","9,695.09","9,346.76","633.93K","3.50%"
"06/12/2011","9,351.40","9,405.16","9,599.90","9,318.62","645.71K","-1.71%"
"06/05/2011","9,514.44","9,467.37","9,613.75","9,358.31","717.88K","0.23%"
"05/29/2011","9,492.21","9,489.78","9,720.73","9,448.00","645.92K","-0.31%"
"05/22/2011","9,521.94","9,547.86","9,588.70","9,406.04","590.47K","-0.89%"
"05/15/2011","9,607.08","9,571.13","9,731.12","9,502.39","632.94K","-0.43%"
"05/08/2011","9,648.77","9,881.67","9,929.04","9,552.93","741.82K","-2.13%"
"05/01/2011","9,859.20","9,964.39","10,017.47","9,782.66","260.21K","0.10%"
"04/24/2011","9,849.74","9,705.90","9,849.74","9,536.51","474.78K","1.73%"
"04/17/2011","9,682.21","9,593.41","9,732.63","9,405.19","611.67K","0.95%"
"04/10/2011","9,591.52","9,731.32","9,775.60","9,513.27","774.94K","-1.81%"
"04/03/2011","9,768.08","9,773.91","9,808.60","9,536.68","938.33K","0.61%"
"03/27/2011","9,708.39","9,541.76","9,822.06","9,317.38","989.00K","1.81%"
"03/20/2011","9,536.13","9,403.05","9,625.03","9,387.95","921.53K","3.58%"
"03/13/2011","9,206.75","10,044.17","10,049.92","8,227.63","1.69M","-10.22%"
"03/06/2011","10,254.43","10,626.97","10,662.07","10,254.43","797.72K","-4.11%"
"02/27/2011","10,693.66","10,504.54","10,768.43","10,448.83","767.08K","1.59%"
"02/20/2011","10,526.76","10,820.78","10,859.39","10,428.38","837.27K","-2.91%"
"02/13/2011","10,842.80","10,689.65","10,891.60","10,674.44","797.42K","2.24%"
"02/06/2011","10,605.65","10,641.30","10,701.92","10,570.62","623.28K","0.59%"
"01/30/2011","10,543.52","10,219.98","10,580.36","10,182.57","826.55K","1.77%"
"01/23/2011","10,360.34","10,318.60","10,496.40","10,278.81","683.98K","0.84%"
"01/16/2011","10,274.52","10,562.09","10,580.68","10,257.99","708.54K","-2.14%"
"01/09/2011","10,499.04","10,484.62","10,620.57","10,476.29","640.98K","-0.40%"
"01/02/2011","10,541.04","10,352.19","10,550.71","10,321.28","556.56K","3.05%"
"12/26/2010","10,228.92","10,292.84","10,376.91","10,209.93","356.42K","-0.49%"
"12/19/2010","10,279.19","10,296.55","10,394.22","10,182.74","455.21K","-0.24%"
"12/12/2010","10,303.83","10,212.52","10,347.39","10,199.73","734.47K","0.90%"
"12/05/2010","10,211.95","10,175.23","10,373.70","10,094.41","730.69K","0.33%"
"11/28/2010","10,178.32","10,075.66","10,254.00","9,918.55","639.81K","1.38%"
"11/21/2010","10,039.56","10,133.48","10,157.97","9,904.92","521.47K","0.17%"
"11/14/2010","10,022.39","9,782.11","10,130.23","9,693.21","724.15K","3.06%"
"11/07/2010","9,724.81","9,699.79","9,885.37","9,659.86","677.98K","1.03%"
"10/31/2010","9,625.99","9,166.85","9,680.68","9,123.62","534.62K","4.60%"
"10/24/2010","9,202.45","9,424.44","9,460.70","9,179.15","649.27K","-2.38%"
"10/17/2010","9,426.71","9,517.68","9,575.14","9,316.97","601.70K","-0.77%"
"10/10/2010","9,500.25","9,648.59","9,650.20","9,387.73","599.49K","-0.92%"
"10/03/2010","9,588.88","9,410.92","9,716.92","9,332.19","908.30K","1.96%"
"09/26/2010","9,404.23","9,557.37","9,613.47","9,358.62","663.68K","-0.71%"
"09/19/2010","9,471.67","9,700.88","9,704.25","9,415.96","364.96K","-1.60%"
"09/12/2010","9,626.09","9,325.64","9,643.28","9,199.08","678.95K","4.19%"
"09/05/2010","9,239.17","9,199.99","9,311.02","8,997.63","594.26K","1.37%"
"08/29/2010","9,114.13","9,141.45","9,280.70","8,796.45","577.57K","1.37%"
"08/22/2010","8,991.06","9,147.24","9,171.42","8,807.41","571.32K","-2.05%"
"08/15/2010","9,179.38","9,145.22","9,362.68","9,084.24","539.14K","-0.80%"
"08/08/2010","9,253.46","9,535.51","9,667.04","9,065.94","570.63K","-4.03%"
"08/01/2010","9,642.12","9,574.64","9,750.88","9,474.67","634.40K","1.10%"
"07/25/2010","9,537.30","9,520.73","9,760.31","9,487.65","683.65K","1.13%"
"07/18/2010","9,430.96","9,267.24","9,474.11","9,176.12","694.73K","0.24%"
"07/11/2010","9,408.36","9,540.47","9,807.36","9,392.21","716.49K","-1.85%"
"07/04/2010","9,585.32","9,230.00","9,610.59","9,091.70","602.26K","4.15%"
"06/27/2010","9,203.71","9,758.91","9,762.23","9,147.68","570.45K","-5.48%"
"06/20/2010","9,737.48","10,109.27","10,251.90","9,697.87","564.74K","-2.58%"
"06/13/2010","9,995.02","9,824.93","10,109.86","9,819.95","515.26K","2.99%"
"06/06/2010","9,705.25","9,705.36","9,764.73","9,378.23","758.41K","-1.98%"
"05/30/2010","9,901.19","9,735.47","9,962.42","9,560.16","653.03K","1.42%"
"05/23/2010","9,762.98","9,754.99","9,824.85","9,395.29","857.53K","-0.22%"
"05/16/2010","9,784.54","10,329.37","10,336.53","9,696.63","862.92K","-6.48%"
"05/09/2010","10,462.51","10,399.05","10,643.28","10,345.19","915.85K","0.94%"
"05/02/2010","10,364.59","10,847.90","10,847.90","10,257.32","411.48K","-6.27%"
"04/25/2010","11,057.40","11,039.59","11,213.45","10,882.40","613.94K","1.31%"
"04/18/2010","10,914.46","10,929.64","11,093.30","10,865.92","696.66K","-1.69%"
"04/11/2010","11,102.18","11,300.79","11,351.55","11,084.72","710.03K","-0.91%"
"04/04/2010","11,204.34","11,380.63","11,408.17","11,148.80","701.97K","-0.72%"
"03/28/2010","11,286.09","10,909.98","11,313.98","10,901.20","756.38K","2.63%"
"03/21/2010","10,996.37","10,793.05","11,001.59","10,766.65","503.67K","1.59%"
"03/14/2010","10,824.72","10,802.11","10,864.30","10,708.97","621.39K","0.68%"
"03/07/2010","10,751.26","10,538.12","10,777.49","10,514.28","685.82K","3.69%"
"02/28/2010","10,368.96","10,128.73","10,376.41","10,116.86","589.24K","2.40%"
"02/21/2010","10,126.03","10,302.07","10,449.75","10,085.13","603.52K","0.02%"
"02/14/2010","10,123.58","10,097.82","10,354.42","10,012.53","552.68K","0.31%"
"02/07/2010","10,092.19","10,007.47","10,099.46","9,867.39","535.35K","0.35%"
"01/31/2010","10,057.09","10,212.36","10,438.41","10,036.33","794.74K","-1.38%"
"01/24/2010","10,198.04","10,478.31","10,566.49","10,198.04","779.41K","-3.71%"
"01/17/2010","10,590.55","10,887.61","10,895.10","10,528.33","871.96K","-3.57%"
"01/10/2010","10,982.10","10,770.35","10,982.10","10,729.86","963.11K","1.70%"
"01/03/2010","10,798.32","10,609.34","10,816.45","10,608.14","846.77K","2.39%"
"12/27/2009","10,546.44","10,521.81","10,707.51","10,513.55","370.23K","0.49%"
"12/20/2009","10,494.71","10,196.71","10,558.41","10,183.47","519.46K","3.48%"
"12/13/2009","10,142.05","10,126.61","10,260.12","10,009.60","846.28K","0.34%"
"12/06/2009","10,107.87","10,131.90","10,204.58","9,834.22","847.36K","0.85%"
"11/29/2009","10,022.59","9,189.17","10,022.59","9,162.18","937.78K","10.36%"
"11/22/2009","9,081.52","9,511.00","9,511.00","9,076.41","604.61K","-4.38%"
"11/15/2009","9,497.68","9,784.14","9,847.64","9,423.66","816.30K","-2.79%"
"11/08/2009","9,770.31","9,777.64","9,979.46","9,719.38","617.19K","-0.19%"
"11/01/2009","9,789.35","9,903.77","9,904.61","9,691.69","536.38K","-2.45%"
"10/25/2009","10,034.74","10,271.84","10,397.69","9,850.12","755.24K","-2.41%"
"10/18/2009","10,282.99","10,179.46","10,364.17","10,125.33","713.29K","0.25%"
"10/11/2009","10,257.56","10,066.85","10,290.31","10,016.24","595.48K","2.41%"
"10/04/2009","10,016.39","9,733.07","10,016.39","9,628.67","769.45K","2.92%"
"09/27/2009","9,731.87","10,136.24","10,151.60","9,714.18","716.13K","-5.20%"
"09/20/2009","10,265.98","10,405.53","10,566.98","10,228.60","310.01K","-1.01%"
"09/13/2009","10,370.54","10,388.32","10,443.80","10,170.74","679.07K","-0.71%"
"09/06/2009","10,444.33","10,288.56","10,522.23","10,249.11","678.60K","2.52%"
"08/30/2009","10,187.11","10,608.16","10,767.00","10,143.26","653.80K","-3.29%"
"08/23/2009","10,534.14","10,389.57","10,668.74","10,388.78","650.47K","2.89%"
"08/16/2009","10,238.20","10,521.02","10,521.02","10,142.22","690.01K","-3.39%"
"08/09/2009","10,597.33","10,530.62","10,630.38","10,434.09","675.62K","1.78%"
"08/02/2009","10,412.09","10,355.23","10,479.19","10,249.04","758.94K","0.53%"
"07/26/2009","10,356.83","10,020.87","10,359.07","10,015.11","776.55K","4.15%"
"07/19/2009","9,944.55","9,512.52","9,950.04","9,508.92","682.38K","5.85%"
"07/12/2009","9,395.32","9,242.13","9,489.67","9,050.33","806.94K","1.16%"
"07/05/2009","9,287.28","9,738.49","9,771.76","9,265.24","700.22K","-5.39%"
"06/28/2009","9,816.07","9,866.28","10,086.18","9,691.16","730.30K","-0.62%"
"06/21/2009","9,877.39","9,788.07","9,893.00","9,511.45","785.51K","0.93%"
"06/14/2009","9,786.26","10,126.55","10,126.55","9,649.83","855.71K","-3.45%"
"06/07/2009","10,135.82","9,829.28","10,170.82","9,755.81","1.02M","3.77%"
"05/31/2009","9,768.01","9,517.49","9,793.47","9,491.26","834.91K","2.58%"
"05/24/2009","9,522.50","9,245.95","9,522.50","9,231.93","730.71K","3.22%"
"05/17/2009","9,225.81","9,167.05","9,399.40","8,997.74","726.00K","-0.42%"
"05/10/2009","9,265.02","9,460.72","9,503.91","9,052.41","936.60K","-1.78%"
"05/03/2009","9,432.83","9,102.35","9,464.43","9,100.11","459.20K","5.07%"
"04/26/2009","8,977.37","8,783.34","9,017.32","8,493.77","651.40K","3.09%"
"04/19/2009","8,707.99","8,899.59","8,933.80","8,612.76","936.60K","-2.24%"
"04/12/2009","8,907.58","8,930.35","9,030.00","8,681.03","864.80K","-0.63%"
"04/05/2009","8,964.11","8,856.84","9,068.80","8,556.75","912.80K","2.45%"
"03/29/2009","8,749.84","8,621.85","8,884.63","8,084.62","930.40K","1.42%"
"03/22/2009","8,626.97","7,943.14","8,843.18","7,922.55","828.40K","8.57%"
"03/15/2009","7,945.96","7,630.20","8,054.35","7,630.20","636.60K","4.98%"
"03/08/2009","7,569.28","7,191.13","7,571.45","7,021.28","791.80K","5.52%"
"03/01/2009","7,173.10","7,454.28","7,532.87","7,088.47","776.80K","-5.22%"
"02/22/2009","7,568.42","7,314.30","7,599.81","7,155.16","760.20K","2.05%"
"02/15/2009","7,416.38","7,732.68","7,804.24","7,382.33","659.80K","-4.67%"
"02/08/2009","7,779.40","8,178.07","8,257.71","7,685.68","574.60K","-3.68%"
"02/01/2009","8,076.62","7,908.51","8,169.04","7,795.27","814.80K","1.03%"
"01/25/2009","7,994.05","7,714.26","8,305.38","7,671.04","715.60K","3.21%"
"01/18/2009","7,745.25","8,318.26","8,351.68","7,745.25","640.00K","-5.89%"
"01/11/2009","8,230.15","8,732.63","8,732.93","7,997.73","567.40K","-6.87%"
"01/04/2009","8,836.80","8,991.21","9,325.35","8,773.20","732.40K","-0.26%"
"12/28/2008","8,859.56","8,726.31","8,859.56","8,638.60","144.00K","1.37%"
"12/21/2008","8,739.52","8,602.50","8,751.18","8,476.69","347.60K","1.76%"
"12/14/2008","8,588.52","8,349.85","8,743.22","8,349.85","686.60K","4.28%"
"12/07/2008","8,235.87","7,970.69","8,720.55","7,959.01","793.20K","4.02%"
"11/30/2008","7,917.51","8,464.36","8,464.36","7,849.84","651.60K","-6.99%"
"11/23/2008","8,512.27","8,026.06","8,518.13","8,025.69","535.80K","7.60%"
"11/16/2008","7,910.79","8,366.88","8,767.98","7,406.18","773.60K","-6.52%"
"11/09/2008","8,462.39","8,711.99","9,106.29","8,148.30","785.20K","-1.41%"
"11/02/2008","8,583.00","8,702.77","9,521.24","8,266.09","755.80K","0.07%"
"10/26/2008","8,576.98","7,568.36","9,030.85","6,994.90","1.13M","12.13%"
"10/19/2008","7,649.08","8,775.24","9,358.51","7,647.07","892.40K","-12.02%"
"10/12/2008","8,693.82","8,407.94","9,601.30","8,407.94","712.00K","5.04%"
"10/05/2008","8,276.43","10,817.27","10,839.50","8,115.41","1.06M","-24.33%"
"09/28/2008","10,938.14","11,883.25","12,062.67","10,938.14","760.60K","-8.03%"
"09/21/2008","11,893.16","12,037.89","12,263.95","11,788.73","548.00K","-0.23%"
"09/14/2008","11,920.86","12,028.45","12,028.45","11,301.46","689.60K","-2.41%"
"09/07/2008","12,214.76","12,359.93","12,671.76","12,059.09","736.00K","0.02%"
"08/31/2008","12,212.23","12,936.81","12,940.55","12,163.33","644.20K","-6.58%"
"08/24/2008","13,072.87","12,797.54","13,079.37","12,656.09","471.00K","3.21%"
"08/17/2008","12,666.04","12,971.49","13,270.37","12,631.94","520.60K","-2.71%"
"08/10/2008","13,019.41","13,259.46","13,468.81","12,926.98","575.40K","-1.13%"
"08/03/2008","13,168.41","13,083.28","13,295.51","12,893.34","741.40K","0.56%"
"07/27/2008","13,094.59","13,407.36","13,468.94","13,018.22","581.00K","-1.80%"
"07/20/2008","13,334.76","12,944.56","13,603.31","12,921.02","475.40K","4.15%"
"07/13/2008","12,803.70","13,022.29","13,185.90","12,671.34","589.20K","-1.81%"
"07/06/2008","13,039.69","13,212.80","13,409.30","12,918.22","618.20K","-1.50%"
"06/29/2008","13,237.89","13,584.51","13,598.48","13,118.89","653.20K","-2.26%"
"06/22/2008","13,544.36","13,769.44","13,950.56","13,453.35","583.60K","-2.85%"
"06/15/2008","13,942.08","14,118.23","14,469.99","13,903.21","602.00K","-0.23%"
"06/08/2008","13,973.73","14,275.34","14,308.89","13,810.38","737.40K","-3.56%"
"06/01/2008","14,489.44","14,342.96","14,601.27","14,127.75","624.00K","1.05%"
"05/25/2008","14,338.54","13,875.98","14,366.63","13,665.57","645.80K","2.33%"
"05/18/2008","14,012.20","14,294.52","14,343.19","13,658.02","759.40K","-1.46%"
"05/11/2008","14,219.48","13,565.91","14,392.53","13,540.68","679.00K","4.13%"
"05/04/2008","13,655.34","14,147.57","14,208.67","13,639.99","390.60K","-2.80%"
"04/27/2008","14,049.26","13,907.97","14,072.92","13,727.07","507.40K","1.34%"
"04/20/2008","13,863.47","13,639.85","13,886.37","13,449.04","573.60K","2.87%"
"04/13/2008","13,476.45","13,132.67","13,495.94","12,858.63","564.20K","1.15%"
"04/06/2008","13,323.73","13,240.56","13,485.90","12,898.49","628.60K","0.23%"
"03/30/2008","13,293.22","12,709.28","13,389.90","12,430.63","648.20K","3.69%"
"03/23/2008","12,820.47","12,473.06","12,874.45","12,438.20","582.80K","2.71%"
"03/16/2008","12,482.57","12,089.03","12,496.41","11,691.00","596.20K","1.97%"
"03/09/2008","12,241.60","12,716.84","13,071.22","12,167.09","829.80K","-4.23%"
"03/02/2008","12,782.80","13,412.87","13,413.63","12,744.52","688.20K","-6.03%"
"02/24/2008","13,603.02","13,612.31","14,105.47","13,533.25","658.20K","0.76%"
"02/17/2008","13,500.46","13,627.31","13,853.21","13,310.37","745.40K","-0.90%"
"02/10/2008","13,622.56","12,998.87","13,666.68","12,923.42","588.40K","4.65%"
"02/03/2008","13,017.24","13,642.60","13,889.24","12,972.55","782.20K","-3.56%"
"01/27/2008","13,497.16","13,482.84","13,648.39","13,087.91","760.00K","-0.97%"
"01/20/2008","13,629.16","13,701.43","13,704.65","12,572.68","898.00K","-1.67%"
"01/13/2008","13,861.29","14,134.91","14,224.00","13,365.32","752.20K","-1.77%"
"01/06/2008","14,110.79","14,549.38","14,667.85","14,096.54","747.60K","-3.95%"
"12/30/2007","14,691.41","15,155.73","15,156.66","14,542.58","98.80K","-4.03%"
"12/23/2007","15,307.78","15,441.33","15,653.54","15,240.96","338.80K","0.33%"
"12/16/2007","15,257.00","15,433.30","15,508.50","14,998.01","615.20K","-1.66%"
"12/09/2007","15,514.51","16,007.33","16,075.61","15,433.77","703.00K","-2.77%"
"12/02/2007","15,956.37","15,747.47","16,107.65","15,365.39","674.00K","1.76%"
"11/25/2007","15,680.67","14,921.57","15,751.20","14,801.87","740.40K","5.32%"
"11/18/2007","14,888.77","15,177.17","15,302.76","14,669.85","620.20K","-1.75%"
"11/11/2007","15,154.61","15,377.37","15,587.31","14,988.77","697.20K","-2.75%"
"11/04/2007","15,583.42","16,458.14","16,458.14","15,566.12","739.20K","-5.65%"
"10/28/2007","16,517.48","16,613.30","16,887.04","16,484.54","709.20K","0.07%"
"10/21/2007","16,505.63","16,563.57","16,578.59","16,199.02","543.40K","-1.84%"
"10/14/2007","16,814.37","17,399.67","17,430.09","16,711.57","587.40K","-2.98%"
"10/07/2007","17,331.17","17,166.17","17,488.97","17,133.52","466.40K","1.56%"
"09/30/2007","17,065.04","16,773.10","17,205.42","16,685.80","619.20K","1.66%"
"09/23/2007","16,785.69","16,317.19","16,929.26","16,240.26","460.20K","2.90%"
"09/16/2007","16,312.61","16,037.49","16,491.45","15,780.90","457.00K","1.15%"
"09/09/2007","16,127.42","15,906.52","16,142.08","15,610.65","612.00K","0.03%"
"09/02/2007","16,122.16","16,511.07","16,575.97","15,840.05","539.60K","-2.70%"
"08/26/2007","16,569.09","16,429.01","16,569.09","15,830.28","504.00K","1.97%"
"08/19/2007","16,248.97","15,477.26","16,333.36","15,477.26","606.60K","6.39%"
"08/12/2007","15,273.68","16,791.80","16,948.40","15,262.10","768.80K","-8.89%"
"08/05/2007","16,764.09","16,781.14","17,274.33","16,651.71","862.60K","-1.27%"
"07/29/2007","16,979.86","17,138.53","17,318.01","16,652.80","757.00K","-1.76%"
"07/22/2007","17,283.81","17,995.71","18,018.94","17,196.16","695.40K","-4.81%"
"07/15/2007","18,157.93","18,269.36","18,269.36","17,964.28","564.20K","-0.44%"
"07/08/2007","18,238.95","18,226.07","18,282.15","17,919.17","592.40K","0.54%"
"07/01/2007","18,140.94","18,139.04","18,295.27","18,062.49","483.20K","0.01%"
"06/24/2007","18,138.36","18,107.68","18,203.56","17,848.05","535.00K","-0.28%"
"06/17/2007","18,188.63","18,127.41","18,297.00","18,092.36","636.80K","1.21%"
"06/10/2007","17,971.49","17,899.02","18,007.99","17,591.93","586.60K","1.08%"
"06/03/2007","17,779.09","18,067.90","18,073.05","17,696.51","809.60K","-1.00%"
"05/27/2007","17,958.88","17,544.98","18,017.73","17,484.30","620.80K","2.73%"
"05/20/2007","17,481.21","17,455.55","17,802.71","17,370.18","611.00K","0.47%"
"05/13/2007","17,399.58","17,682.74","17,786.65","17,320.81","660.20K","-0.88%"
"05/06/2007","17,553.72","17,564.17","17,827.48","17,455.28","791.80K","0.91%"
"04/29/2007","17,394.92","17,396.30","17,441.10","17,203.03","233.60K","-0.03%"
"04/22/2007","17,400.41","17,589.61","17,656.55","17,221.55","638.60K","-0.30%"
"04/15/2007","17,452.62","17,507.18","17,782.08","17,219.73","623.20K","0.51%"
"04/08/2007","17,363.95","17,606.03","17,747.82","17,327.37","626.00K","-0.69%"
"04/01/2007","17,484.78","17,346.25","17,576.51","16,999.05","710.20K","1.14%"
"03/25/2007","17,287.65","17,517.92","17,558.04","17,036.22","630.40K","-1.10%"
"03/18/2007","17,480.61","16,713.99","17,534.77","16,713.99","535.00K","4.40%"
"03/11/2007","16,744.15","17,312.14","17,325.45","16,628.85","767.00K","-2.45%"
"03/04/2007","17,164.04","16,992.44","17,246.21","16,532.91","1.05M","-0.31%"
"02/25/2007","17,217.93","18,219.75","18,300.39","17,160.43","1.06M","-5.34%"
"02/18/2007","18,188.42","17,835.13","18,239.13","17,810.05","877.00K","1.75%"
"02/11/2007","17,875.65","17,481.77","17,911.58","17,440.43","623.80K","2.12%"
"02/04/2007","17,504.33","17,531.41","17,545.71","17,199.66","783.00K","-0.24%"
"01/28/2007","17,547.11","17,393.19","17,633.61","17,275.84","780.00K","0.72%"
"01/21/2007","17,421.93","17,429.90","17,617.64","17,300.84","772.40K","0.64%"
"01/14/2007","17,310.44","17,160.25","17,408.62","17,002.67","670.00K","1.49%"
"01/07/2007","17,057.01","17,018.89","17,261.03","16,758.46","537.20K","-0.20%"
"12/31/2006","17,091.59","17,322.50","17,379.46","17,011.10","238.80K","-0.78%"
"12/24/2006","17,225.83","17,104.80","17,301.69","17,056.59","476.20K","0.71%"
"12/17/2006","17,104.96","16,962.65","17,109.17","16,754.21","617.80K","1.13%"
"12/10/2006","16,914.31","16,487.30","16,959.91","16,470.40","542.40K","3.02%"
"12/03/2006","16,417.82","16,263.98","16,550.73","16,185.92","617.60K","0.59%"
"11/26/2006","16,321.78","15,615.56","16,376.30","15,615.56","555.00K","3.73%"
"11/19/2006","15,734.60","16,004.34","16,036.18","15,639.19","411.20K","-2.22%"
"11/12/2006","16,091.73","16,016.42","16,373.48","15,913.86","525.00K","-0.13%"
"11/05/2006","16,112.43","16,278.78","16,512.51","16,094.49","561.00K","-1.45%"
"10/29/2006","16,350.02","16,544.50","16,549.71","16,209.14","426.20K","-1.91%"
"10/22/2006","16,669.07","16,641.32","16,901.53","16,598.53","544.60K","0.10%"
"10/15/2006","16,651.63","16,663.22","16,732.44","16,466.74","450.20K","0.70%"
"10/08/2006","16,536.54","16,325.48","16,620.15","16,325.48","447.80K","0.61%"
"10/01/2006","16,436.06","16,169.00","16,481.31","16,028.32","541.20K","1.91%"
"09/24/2006","16,127.58","15,550.56","16,127.58","15,513.87","442.60K","3.15%"
"09/17/2006","15,634.67","15,948.47","16,096.18","15,580.19","386.00K","-1.46%"
"09/10/2006","15,866.93","16,053.13","16,053.13","15,675.37","510.80K","-1.33%"
"09/03/2006","16,080.46","16,280.18","16,414.94","15,831.75","623.00K","-0.33%"
"08/27/2006","16,134.25","15,953.08","16,207.41","15,745.01","473.40K","1.23%"
"08/20/2006","15,938.66","16,104.50","16,244.84","15,874.63","458.80K","-1.04%"
"08/13/2006","16,105.98","15,550.96","16,204.60","15,549.67","571.60K","3.48%"
"08/06/2006","15,565.02","15,494.47","15,690.86","15,154.06","510.00K","0.42%"
"07/30/2006","15,499.18","15,462.39","15,580.91","15,287.81","474.20K","1.02%"
"07/23/2006","15,342.87","14,700.58","15,351.79","14,560.67","515.00K","3.52%"
"07/16/2006","14,821.26","14,714.18","14,962.13","14,437.24","442.40K","-0.16%"
"07/09/2006","14,845.24","15,149.91","15,555.43","14,815.90","550.60K","-3.02%"
"07/02/2006","15,307.61","15,573.35","15,710.39","15,276.15","468.20K","-1.27%"
"06/25/2006","15,505.18","15,080.23","15,521.22","14,824.80","480.00K","2.52%"
"06/18/2006","15,124.04","14,815.86","15,138.47","14,482.96","480.40K","1.64%"
"06/11/2006","14,879.34","14,685.46","14,976.67","14,045.53","623.40K","0.87%"
"06/04/2006","14,750.84","15,719.31","15,784.95","14,389.31","698.60K","-6.58%"
"05/28/2006","15,789.31","16,111.54","16,111.54","15,266.97","541.40K","-1.14%"
"05/21/2006","15,970.76","16,254.56","16,268.51","15,508.51","606.40K","-1.14%"
"05/14/2006","16,155.45","16,395.88","16,596.48","15,914.39","658.00K","-2.69%"
"05/07/2006","16,601.78","17,334.19","17,375.25","16,422.49","607.00K","-3.22%"
"04/30/2006","17,153.77","16,929.83","17,188.54","16,868.69","168.80K","1.46%"
"04/23/2006","16,906.23","17,245.62","17,245.62","16,750.50","535.20K","-2.86%"
"04/16/2006","17,403.96","17,233.73","17,479.73","16,945.30","486.40K","0.99%"
"04/09/2006","17,233.82","17,455.03","17,489.61","17,068.96","523.80K","-1.88%"
"04/02/2006","17,563.37","17,127.61","17,563.37","17,105.50","600.20K","2.95%"
"03/26/2006","17,059.66","16,599.92","17,125.64","16,463.95","538.20K","3.01%"
"03/19/2006","16,560.87","16,299.35","16,667.13","16,299.35","404.60K","1.35%"
"03/12/2006","16,339.73","16,264.59","16,410.29","16,032.55","467.00K","1.39%"
"03/05/2006","16,115.63","15,668.63","16,264.89","15,553.14","610.80K","2.89%"
"02/26/2006","15,663.34","16,156.15","16,290.15","15,658.64","675.60K","-2.72%"
"02/19/2006","16,101.91","15,620.58","16,118.11","15,389.58","645.40K","2.47%"
"02/12/2006","15,713.45","16,191.93","16,312.74","15,691.86","654.00K","-3.35%"
"02/05/2006","16,257.83","16,736.23","16,777.37","16,090.93","717.00K","-2.41%"
"01/29/2006","16,659.64","16,615.91","16,754.60","16,480.09","790.60K","1.21%"
"01/22/2006","16,460.68","15,497.61","16,460.68","15,312.71","622.40K","4.87%"
"01/15/2006","15,696.69","16,360.04","16,387.63","15,059.52","714.60K","-4.61%"
"01/08/2006","16,454.95","16,487.05","16,490.27","16,005.24","568.00K","0.16%"
"01/01/2006","16,428.21","16,294.65","16,479.55","16,250.76","429.20K","1.97%"
"12/25/2005","16,111.43","16,027.66","16,445.56","15,911.23","420.00K","1.07%"
"12/18/2005","15,941.37","15,252.15","16,010.17","15,196.00","517.00K","5.06%"
"12/11/2005","15,173.07","15,549.65","15,885.52","15,095.56","953.20K","-1.50%"
"12/04/2005","15,404.05","15,413.52","15,572.72","15,117.15","986.60K","-0.11%"
